Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
133,B003OB0IB8,A56HS2VNURVJ0,"J. Espinoza ""jchav1980""",0,0,5,1343606400,Great spicy flavor,I really loved the spicy flavor these had.  I found myself liking the broth more than the noodles which is usually the opposite.  If you aren't used to the heat this might bother you and if you like hot hot foods this might not be enough.
134,B003OB0IB8,AOTEC8KEH8JGN,Seth S Moyers,0,0,5,1334880000,Great value and convenient ramen,"Got these on sale for roughly 25 cents per cup, which is half the price of my local grocery stores, plus they rarely stock the spicy flavors. These things are a GREAT snack for my office where time is constantly crunched and sometimes you can't escape for a real meal. This is one of my favorite flavors of Instant Lunch and will be back to buy every time it goes on sale."
135,B003OB0IB8,A1D0URD0AL237J,Mother of Pearl,0,0,5,1334620800,great flavor,i have bought allot of different flavors and this happens to be one of my favorites and will be getting more soon
136,B003OB0IB8,A2BZNXMV0LC7OE,Alanna,0,0,4,1333756800,"Tastes great, but is cheaper locally.","I love this flavor of ramen! I don't eat other flavors anymore because they taste too bland by comparison. For the convenience of having it delivered to my home (I have prime, so I get it in two days and don't have to pay for the shipping), the price on amazon isn't bad at all, but it is still cheaper to run down and pick up a case of this at the grocery store."
137,B002SRYRE8,A198FU6P1BVUNZ,Sarah,0,0,5,1349740800,Tastes awesome & looks beautiful,"The BEST investment I've ever made for ginger. It's unbelievable! It's fibrous like the real ginger, has that spicy kick to it, but it's perfect with the sugar - calms it down.  It's very worth the $40 for 5lbs of it!  I'll be getting more soon - I use these as a topper for my ginger cupcakes and cookies :)"
138,B002SRYRE8,A21E0OJ4DSKXNA,Smileface,0,0,5,1342051200,Happy Face,Delicious. I cannot get Australian ginger where I live. This compares favorably to Australian Ginger I've purchased in other cities. Now I can enjoy it without traveling.
139,B002SRYRE8,A1FJJQA34W0F4K,"Gettin Real ""gettin real""",0,0,5,1329177600,Simply the BEST!,"I keep trying other brands.... cheaper brands. Stupid me! This ginger IS soooo worth the money. Tender, moist and never a let down."
140,B002SRYRE8,A20PK3OCKRRSA5,Mrs. J. Todd,0,0,5,1268265600,Excellent Product/Life Saver,"My son has had acid reflux since birth and has been on every medication available with no improvement, Until an older gentleman came into his work place and told him about this product and I automatically ordered it for him. I was really not expecting any better results than the 1000 other things we have tried. What a surprise! He has not had any heartburn or symptoms since day 2 of starting eating one piece of this Ginger each morning. He can now eat anything and actually enjoy it. This product was a God send for him. Thank you all for it!"
141,B001GVISJW,ARS5Q7LR6HWPG,"N. Pine ""pcone""",0,0,4,1314489600,Nice snack,I bought this for our office to give people something sweet to snack on.  Because it's bite size it's easier for people to grab a couple a pieces rather than an entire licorice stick. My only complaint is that one of the bags broke open in shipping.
142,B001GVISJW,A2YIO225BTKVPU,"Angel_Boy ""Treat the people around you the wa...",0,0,4,1301788800,Good Licorice,Twizzlers brand licorice is much better than that other well known brand.<br />If you can get these for $2 to $2.50 a package with free s/h it's a good deal.<br />The black and cherry have good taste; but the strawberry taste was too delicate and barely there
143,B001GVISJW,A1ROND7G1QTOFY,Karon Dixon,0,0,5,1285804800,I love these!!!!!!!!,"I love these.........very tasty!!!!!!!!!!!  Infact, I think I am addicted to them.<br />Buying them in packs of 6 bags - is very reasonable than going to Target and getting a bag.  Savings are about a $1.00 a bag.  I use subscribe and save on these and several other product.  I love subscribe and save!!!!!!!!!!!"
144,B001GVISJW,A1Z54EM24Y40LL,c2,0,0,5,1269129600,Great for the kids!,"If you are looking for a less messy version of licorice for the children, then be sure to try these!  They're soft, easy to chew, and they don't get your hands all sticky and gross in the car, in the summer, at the beach, etc. We love all the flavos and sometimes mix these in with the chocolate to have a very nice snack! Great item, great price too, highly recommend!"
145,B001GVISJW,A281387UUS2IN5,Beantown Jim,0,1,3,1271548800,Bite sized,"I might be mistaken, but it appears that the pieces in this bag were reduced in size.  If they did do that, it was doubtlessly done to make it appear that the buyer got a better deal, having so many pieces after all.  The problem is that the pieces have to be a certain size in order to have enough flavor for your eating experience.  As it is, you have to use 2 or 3 pieces to match the old piece size;  it is not the same."
146,B0017I8UME,A2NH6XPAZG881D,MarkD,2,2,5,1240012800,Sweet with a nice kick!,"Being a fan of Newman's Pineapple salsa for quite a while, I was looking for a comparable salsa.  This is one of the best tasting salsas I've ever had.  My daughters love it too.  They don't like super chunky salsa and the Berry Mango has a nice smooth texture with small mango pieces.  The salsa is not too sweet, just sweet enough and although it's mild, it has a nice little kick to it.  At this price, it's a steal!"
147,B0017I8UME,AKX0RW482WAFD,Barbie,2,2,2,1224633600,BROKEN BOTTLE BOTTOMS!,"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S."
148,B0017I8UME,ATBE88PKKQTRA,Matthew R Lehmkuhler,0,0,5,1344384000,Love the salsa!!,This is one of the best salsas that I have found in a long time but stay away from the variety pack. The other two that come with it are not worth your money.
149,B0064KU9HO,AJFIH0DZYJF7T,Lisa Barton,0,0,3,1350345600,Ehhh...,These remind me of dog treats I made once using pumpkin and cinnamon. They're kind of bland and not my favorite Back To Nature product. But my finace really loves them so that's where the three stars come from.
150,B0037ZFEW4,ABTKZKAWOK4DC,huntersgun,3,3,5,1326153600,awesome cornmeal,"This is the best cornmeal. I made regular cornbread and hot water cornbread with this meal and both were outstanding. Also fried some oysters with this meal, it gave them a great texture and flovor."
151,B00374XSVY,AC567LXSKDNC1,Teeebooo,0,0,5,1341446400,GREAT marinade!,"This is a fabulous marinade!  I love to use it for chicken, either baked in the oven OR on the grill.  This has enough flavor & flair, I've even used it for dinner parties, only to receive rave reviews from my guests!! DEFINITELY worth the price! Super cheap and super easy! Love it!"
152,B00374XSVY,A2PW7DRW757OL0,Chris,0,0,5,1335052800,Awesome stuff,Works with chicken fish beef or pork. Fast easy and makes it taste excellent. Plus buying in bulk is more than 50% off from box stores
153,B005P0HHGK,AISCBGJRPPZ5G,"KT ""loves to read""",0,0,4,1326585600,tastes good,Got this for my brother who is on Jorge Cruise diet and decided to try one for myself.  It actually tastes pretty good.
154,B002HQAXUW,A17ESTP5T7T1PH,Bumbeda1,1,1,1,1324944000,Rip off Price,"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy."
155,B000SV90J8,A1CY94Z8YWQV12,Karas M. Stewart,1,1,5,1267401600,JELL-O,AWESOME!!! such a yummy flavor I got it as a healthy alternative to the desserts we normally eat and I am so glad that I did there are so many things you can do with Jello desserts and still have them taste good and be good for you. I will definitentally be purchasing this product again the flavor was so wonderful.
156,B000SV90J8,A3OO3TXDSIJDHY,pianolover,0,0,5,1323648000,Great flavor of Jell-o.,"I went to 4 grocery stores looking for this flavor of Jello for my green tomato jam recipe and finally found it here. This jello is wonderful! Evidently it's only carried in the stores during the summer but with harvest time in the Fall, I couldn't find it anywhere in town. This Jello tastes like watermelon and the jam recipe I made with it takes like watermelon jam! Great made as regular Jello too. Yummy!"
157,B0036VM05I,AUIVXYS8E4DEX,Dr. Christopher Lee,1,1,5,1327708800,Great Deal,What a deal this is the healthiest salt you can use.  This box should last our family the year no problem.  Iodized sea salt will not raise your blood pressure as regular salt will.
158,B0036VM05I,A335SFRERY214N,"D. Melo ""Character Connoisseur""",0,0,5,1349481600,Great tasting sea salt WITH iodine,"Perfect size sea salt for the table or the picnic basket.  We love it. Shakes well, no clumping and flows freely."
159,B000ITVLE2,A3NID9D9WMIV01,"Louie Arrighi ""Lou da Joo""",17,19,5,1260057600,tastes very fresh,"<span class=""tiny""> Length:: 0:26 Mins<br /><br /></span>The expiration date is 21 months from the day I bought this product. The tuna, tomato combination is delicious. This is one of the many items I re-order on Amazon every month or so.<br />edit: added a short video, so you see what this combination looks like.<br /><br />I was wearing one of those headlamps, but I didn't do a good job focusing on the tuna.<br />I should film it over, but it doesn't look like many people view this product anyway."
160,B000ITVLE2,A395S4RA1X7BFB,Pen_Name123,3,3,5,1315872000,Simple but good,I've never heard of the SAFCOL brand before but I was tired of only trying the typical pouches; Starkist and Chicken of the Sea. I was really surprised as I thought it was a bit better than the other brands and with less seasoning.
161,B000ITVLE2,ADL44P8Z4A3M5,"A. Goldsmith ""Media Hound""",2,2,5,1323043200,tasty!,"these are the best tasting tuna pack they make in my opinion - make a great on the go snack, and really satisfying with the tomato"
162,B000ITVLE2,A1K37I9HWF3SAI,James R. Mckinney,1,1,3,1349222400,Not the greatest tasting..,"I have always purchased Star-Kist tuna but thought I would try this brand for a change of pace. The taste of the tuna was not pleasant, too much basil and other spices for me."
163,B000ITVLE2,A6Y8N2GHDH0ZO,Matty,0,0,4,1348272000,Not Bad,"I'm not familiar with the Safcol brand but being a tuna addict, gave this a shot. The tuna tastes like it's good quality but I found the tomato basil flavor to be a bit bland. It's better than something plain but it didn't pack the punch I was hoping for. It's still a great option for a low calorie, low fat meal."
164,B000ITVLE2,A5X6PJANY4XW4,"Tcat Houser ""A Customer""",0,0,5,1348099200,"Right size, taste","I found it much tastier than the plain tuna pouches out there. Excellent quality, and no need to 'dress it up'.<br /><br />I put it the micro on about 20% power for 1 minute and Shazam!<br /><br />I believe a little heating brings out the flavor."
165,B000ITVLE2,ARTBQH9WOZTIV,"Billy Wilson ""amzrview""",0,4,1,1269216000,Tasteless but low calorie,Seriously this product was as tasteless as they come. There are much better tasting products out there but at 100 calories its better than a special k bar or cookie snack pack. You just have to season it or combine it with something else to share the flavor.
166,B003TQQKFQ,A2TUJ3MOKXZVYK,Amy,1,1,5,1338508800,This stuff is sooooo good!,"I read about pomegranate molasses so I had to try it! I haven't made anything with it yet, just eaten a little bit at a time but WOW is it decadent! It's dark, syrupy, sour, and a little sweet. A dab of this and I forget about dessert. It's just a really unique flavor with a pleasing metallic undertone. Yum!! I'm going to try making fesenjan next :-)"
167,B003TQQKFQ,A2QHQM3HHFUSHG,Catherine Lea,2,3,5,1334102400,Best Stuff Ever,"Used this in Moroccan recipes, as a syrup in a brilliant mixed beverage and as a swirled topping on sliced oranges soaked in orange water.  Wonderful, wonderful stuff!"
168,B007B9J6G2,A34YK0ZTWOR858,NikkiBast,1,1,1,1345420800,Very Low quality,"I don't know how long these sat on the back of a shelf somewhere, but they were so old that they wouldn't cook.  I had to throw half of them out, because the skins were damaged, a clear sign of dried beans past their prime.  I can't even return these or ask for a refund, because food is not returnable.  Will find a different brand to use.  For now, I have about fifty servings of beans to throw away."
169,B0064KO0BU,A34D61RQILOKIJ,TampaBayGal,1,1,1,1350086400,Not Banana Runts,"Besides being smaller than runts, they look the same and have the same consistency.  Unfortunately, they taste nothing like banana runts...nor do they even taste good.  Yucky stuff.  Trying to return with vendor."
170,B0064KO0BU,AAV3AEI6YSYA2,sue,0,0,3,1345766400,Banana Heads Not Banana Runts,"The item over all was fine, but the Banana Heads are not just like Banana Runts they are alot smaller. Also when I received the item, the packaging was not great. The Banana Heads had come open during shipping and were all over the packing envelope."
171,B0064KO0BU,A104Y49ZQ4CYJ2,"H. Adams ""hollya""",0,0,5,1344816000,Worked great!,"I purchased as a giveaway for a baby shower with Jungle theme! They worked out perfect for 25 small bags of candy. I purchased 5#. If you want more than 25 small bags, I would purchase a larger bag."
172,B001IUKD76,A2KVCXTQVN18KI,"A. Martin ""tony_fourbu""",3,3,5,1283299200,Ricore forever,"I have drunk Ricore since my mother allowed be to drink caffeine. I love this stuff in milk.<br />It's much smoother and tastier than instant coffee with milk. I am French and live in the US,<br />and bring back boxes of Ricore at every opportunity. Savora is another hidden gem you can bring<br />back. Check it out."
173,B001IUKD76,A2K8UBI64T0BM8,A. Carriglio,3,3,5,1262131200,Delicious!,"I first had this drink when my mother brought it back with her from a visit to her home in Brittany France and thought it was delicious!  I wish it were a bit cheaper but other than that, I love this product!"
174,B0081XN2HQ,A3HUV0ZQPXO3V7,Pink Dandy Chatter,0,0,5,1344902400,"Fluffy, Soft, Delicious and Sugary Sweet","I couldn't wait to try the 8&#8243; Cinnamon Coffee Cake because it is made with fresh eggs, creamy sour cream, Madagascar Bourbon Vanilla and is topped and filled with cinnamon streusel. This 8&#8243; Cinnamon Coffee Cake is available online for only $18.95. Now, I have had my fair share of cinnamon coffee cakes, but, let me just tell you that the FantasiCakes Cinnamon Coffee Cake really ""takes the cake"" with size, price, quality and taste.<br />The cake arrived very fast and was carefully packaged so that it arrived in almost perfect condition. It also comes with a large tub of white icing that you can drizzle over the top, before serving. I couldn't believe how large the size was and it actually fed my family of 5 for us to enjoy during breakfast, for three days. The cake itself is thick and almost has a solid but sponge cake type consistency that is really moist and very filling. The flavors are to die for with the sticky cinnamon outside and sweet cinnamon and vanilla swirled throughout the inside of the cake. The icing really tops it off beautifully and gives it that moist and sticky sweet flavor. Pair the cake with your morning coffee and you've got the perfect breakfast treat!"
175,B0025VRCJY,A3PPOTV6659ATF,Jerald,5,6,4,1280793600,Great but not as good as it was back in the day as a teen,I used to love these growing up and stopped drinking water and lemon juice from this brand about 5-6 years ago. This stuff used to be so strong i used to just pour some in my mouth and get that alive feeling going. It feels like the product went through changes which added more water or something to make it not so strong. The stronger it is the less you use as well. The product is still really good but the taste is the same quality as the cheaper brand names almost. I thought  these would go fast but hey all lemon stuff i love unless it goes bad. This is a good product just wish it still had that hit me in the mouth chug sensation it used to be like.
176,B0025VRCJY,A2VYRRDJN2UKWB,"Dario Quinonez ""aprilkid""",1,1,5,1299974400,EXCELLENT LEMON JUICE,"One of the best lemon juice that I have tried. I am recurring customer due to the high quality of this product. When the season for fresh lemos is out, this one supplement our need for the citrus on the kitchen or refreshments.<br /><br />I will continue buying it."
177,B0025VRCJY,A2ACUGNVT36JYX,Lyannah,0,0,5,1325203200,Great Product,This lemon juice is a must in my kitchen year-round. It has a powerful flavor and you don't need much of it to zest up a dish. I add a spritz of it to my water nearly every day.<br /><br />I will buy this product again and again.
178,B0025VRCJY,A3F8JQ5J29GWUV,qv240,0,0,5,1315526400,Handy,"Fast delivery and good product. This is the same lemon juice concentrate you can find in stores and it's really handy to have around to add to sauces, dressings, etc. Such a pain to squeeze fresh juice everytime you need it, nevermind having the lemons on hand to begin with."
179,B0025VRCJY,A3L9ZT7SRJYLVH,"JDTexan ""JDTexan""",0,2,4,1293926400,ReaLemon Juice from Amazon.,"This is not as good as the Frozen Lemon juice, but it is good. It has a slightly odd flavor, perhaps from a preservative. Sure wish I could order the frozen juice!"
180,B005CJVVJ8,A3O8ZE8BHREE0W,Tom Falcon,8,8,4,1314316800,"relaxing, almost like something you smoke","Couldn't believe it when told how relaxing this beverage was. Seriously, drink it only if you are getting ready for a nap or bedtime. If you have plans to drive or perform any other activity not recommended.<br /><br />I feel my arms and legs almost tingle with relaxation. After a short time my eyes start to get droopy and I am in another place.<br /><br />Love this stuff."
181,B005CJVVJ8,A3BSTFFIKK5YTW,"BOATS99 ""BOATS99""",6,6,4,1327968000,Never paid that much !,I bought these at Grocery Outlet here in the Seattle Tacoma are for $4.00 a case of tweleve not paying $38.00 Yes 3 for a dollar. I like the taste not great but not bad either low calorie will buy more but not at this whacked out price.
182,B005CJVVJ8,A3F44FUPG97AA9,Monie,1,1,5,1339545600,Marley's Mellow Mood Lite - Half Tea Half Lemonade,"This is an great product. The taste is great, and it works exactly as described. Superb natural sleep aid. AMAZING!"
183,B005CJVVJ8,A1AL946PZ24084,Melinda K. Sanders,0,0,3,1334707200,Great product to help you sleep,"WE have been looking for ""natural"" ways to help us sleep since we always seem to be overloaded with stress and a busy schedule. Yes, we'd probably be better served taking a yoga class, but this is a good second choice. This helps you fall asleep and stay asleep. I drank half the first night and that was plenty for me. After about 30 minutes, I was ready for bed! I woke up refreshed and with no sleepy-drug hangover, so that is a huge bonus.<br /><br />I gave the product 3 stars (instead of the 5 it deserves) as their packing job was marginal at best. The product arrived with 2 broken bottles, which at this price is a $6 loss! The bottles are glass and all they did was wrap one layer of the small-bubbled bubble wrap around the case and placed it in a larger box with extra room to move around in that box. Big packing fail, but the product is awesome."
184,B001KUUNP6,A262Z0S6PT9U16,Lee Thombley,3,3,5,1292716800,Perfect for gluten-free chocolate chip cookies,"We made chocolate chip cookies with BRM Garbanzo Bean Flour and the results were fantastic!  The brown sugar and chocolate mask any bean taste that other reviews have mentioned.  Our friends couldn't discern any difference from classic CCCs.  The texture, body, and elasticity (meaning reduced tendency to fall apart that occurs with most other gluten-free flours) is nice and chewy -- the same as CCCs made with regular flour.  And an added bonus -- the high protein and fiber level (I calculate 2-3 g fiber/cookie) fills you up so that you are satisfied with smaller servings and the glycemic index is significantly lower.<br /><br />I highly recommend this flour even if CCCs are the only thing you make with it."
185,B001KUUNP6,A317BY3IPZ83MJ,"James G. Colet ""psychocarp""",3,3,5,1235520000,Garbonzo  Bean Flour,This  is great stuff.  Made some really tasty banana bread.  Good quality and lowest price in town.
186,B001KUUNP6,A18VJ0WOQAIZYD,Ean Behr,0,0,5,1337299200,yum falafel,"We had trouble finding this locally - delivery was fast, no more hunting up and down the flour aisle at our local grocery stores."
187,B000NY8ODS,A1IU7S4HCK1XK0,Joanna Daneman,2,2,5,1333843200,"Make a fresh fruit tart, light and beautiful","This packet of glaze is the secret to making those European style fresh fruit tarts. I am about to make one for a pie auction at church, after a friend requested that something ""strawberry"" should be offered. You can make the most amazing and relatively ""healthy"" fruit tarts by baking a base, layering it with uncooked, fresh, sliced fruit, then pouring over the made-up contents of one of these packets. They harden up at room temperature, hold the fruit together so you can slice the tart, and they let the beauty of the arranged fruit show through. I've also seen this glaze used over cheesecakes, to hold a fruit topping in place. Personally, I do not like cheesecake (too rich for me) but a fruit glazed cheesecake is gorgeous, I will admit. To do this, slice fruit and layer it on the cheesecake while it's still in the springform pan. Pour on the glaze, let it set up and then remove the springform. You'll have a clear layer of fruit on top of the cheesecake. Cherries, strawberries or sliced mangos are nice, but the best one I ever had used thin slices of lemons, that had been gently poached in sugar syrup before they were layered on the cake.<br /><br />I use a base of sponge cake, baked in a shallow form, but other bases can be pate sucre  (a kind of French pastry that is a bit like a sugar cookie) that works well in those fluted, straight-sided forms. You can also make mini-tarts in a muffin pan, pre-baking each mold with a layer of pie crust (even commercial crust works, though again, I prefer pate sucre, it holds its shape better and is more substantial and has a better crumb.) Just blind-bake the muffin tins lined with pate, then pop them out and fill with fresh fruits (berries are great) and pour over the glaze. Some people put a layer of creme patisserie, which is a pastry cream like custard but stabilized with flour,  below the fruit and I happen to think these taste best.<br /><br />If you get into baking, this glaze is a must-have on the shelf. The ingredients are vegan: tapioca starch, carrageenan, dextrose, cream of tartar, locust bean gum, so if you are looking to make a vegan tofu cheesecake, you can use this on top, as well as use it for fruit tarts with a nut crust base."
188,B00029XIZI,A2S72TUJDQUBMH,Nadia,0,0,5,1236124800,Miracle,"My Scotties were full of hot spots and when I used this within a week all the hot spots were gone. The smell is kinda strong, but not bad. It's tolerablel."
189,B004V6AH34,ATX44LVZL5JFV,Silvy,1,1,4,1314403200,not bad for instant healthy coffee,"I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants.  I didn't expect it to taste good, but it actually does!  I've only had it for a few days and for $5 its totally worth it.  My sisters all take ganocafe but now I'm introducing them to this less expensive similar coffee.  I will follow up on this product in a few weeks.  :)"
190,B004V6AH34,A3AFVGFX175F9N,Gift Card Recipient,0,0,3,1340582400,It's ok,"The coffee is very finely processed and the flavor is just alright.  Nescafe and Mount Hagen are better - I bought this to try something other than these two, but I probably won't get this again.  There is just a slight ""vitaminy"" taste, but it's not overwhelming.  It's also a bit pricey for what you get."
191,B004V6AH34,AXAJ1GHE97YE2,"Jasmin Song ""Jasmin Song""",0,0,5,1339027200,I love it!,"This coffee is great because it's all organic ingredients!  No pesticides to worry about, plus it tastes good, and you have the healing effects for ganoderma."
192,B004V6AH34,A3POAWC2JPQQQP,me,0,0,5,1338249600,great taste and has health benefits!,"Like the other people mentioned, this coffee has a great taste. I've tried different instant coffees before, but this one is one of the better ones. Another one of my favorites, if you want to try it out (though NOT organic), is 'Africafe pure instant coffee'"
193,B004V6AH34,AJZ2A9UOJK0RB,LK,0,0,5,1336089600,Tastes Great. Arrived in 2 days!,"Tastes great, and gives me energy without the jitters. Love this product.<br />However, I do wish it came in some sort of resealable jar or hard plastic container instead of a zip-lock pouch because the zip-lock ripped off and quit working after awhile. But the product is fantastic, just not crazy about the packaging."
194,B0028C44Z0,A19NGYCQ1NCF3W,S. Haney,2,2,5,1323820800,Great for after lunch,These little guys are tasty and refreshing.<br /><br />I usually eat salads for lunch which can do terrible things to breath.  I eat 2 of these after lunch (because they are so small) and I find this sufficiently resolves the problem.<br /><br />They're sugar free (sugar can actually help the smelly bacteria grow) which is great and they're tasty enough that I almost think of them as part of my lunch.<br /><br />This is a good bulk value buy and I'd highly recommend the mints themselves.  Cheers!
195,B0028C44Z0,A32DDKLY942A84,"PrinterCPE ""damnsilly1""",2,2,4,1284249600,"Nice little mints, but pricey.","I like these better than the regular Altoids, but they're even more costly, so you'd better like them."
196,B0028C44Z0,A3B6S35IUGOGW4,Rutt10,1,1,5,1300406400,Altoids mini mints tins,These little tins of sugar free mine mints were a great deal.There perfict for on the go.Fifty mints per tin is just the right amount to cary along.And there safer for your teeth than the ones with sugar.The price of twelve dollars was very resonable.Also there great for shareing.If you are looking for a mint try these ones.Youll be glad you did.
197,B0028C44Z0,AI7O5C9KBVSTF,i&#60;3pnutbutter,3,4,5,1274054400,Altoids Smalls-Wintergreen,"Pros:<br />+packaging, shipping, price<br />+sold about a year before its expiration date (enough for me to eat/share 9 boxes)<br />+not too ""fresh"" like the regular wintergreen and not in a powdery form. it's a real mint!<br /><br />Cons: none!"
198,B0028C44Z0,A4LL4KXLRBQHQ,stillgoinstrong,2,3,3,1278460800,Sugarfree...,"Be careful not to eat too many of them in one day, as one of the chemicals in it is the same as that of a LAXATIVE!!! LOLOLOL!!!"
199,B0028C44Z0,A3U94LRA4I8YAL,"Brenda Woodward ""love to read""",2,3,5,1265932800,Tasty!!,These mints are really strong and have a great taste. They are also a convenient size to carry in a pocket or purse.
200,B0028C44Z0,A1WTXY4MW3YDF2,Gordon,0,0,5,1344729600,These mints are awesome!,This is a huge supply of them. I'm still working on these and have plenty to spare. Much more effective than buying one from the grocery store or 7-11 every time you want a mint.
201,B0028C44Z0,A1UF2VN3O50NGW,Lou,0,0,2,1330819200,Altoids Smalls,"Even with small containers, they don't fill them up.  These little tins are less than half filled and at the price charged it seems a rip-off. Is there some exotic ingredient as costly as gold contained in those tiny squares?  Or how about the cereal ploy, they were filled at the factory but settled in transport.<br />Can manufacturers be honest in their dealings?"
202,B0028C44Z0,A3VAYCK681VZZO,Optimus,0,0,5,1320710400,Love these! And reusable containers,"I love, and use the empty containers for medicine/advil in my purse, desk, suitcase. Also line with felt to keep earrings. Perfect little size to disguise small valuables when traveling and LOVE the mints. Tiny and powerful without burning my mouth."
203,B0028C44Z0,A3TIC20I6XI297,dog lover,0,0,5,1320451200,Altoids,Received as shown. My mother in law likes these and Walgreens quit carrying them. It was great i could get them on Amazon.
204,B0028C44Z0,A2Q8F5N7HQXWDW,Bell Girl,0,0,4,1316908800,A huge hit at the office!,"I keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to. Some folks stop by just to grab some mints and others pop them like candy while we meet. When I find someone who keeps coming back for more I just give them their own tin! One co-worker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes. Like I said, theyre a real hit. Since I wouldn't be able to keep my hands off a candy dish, this is a good alternative to have around and it's nice to have them around if I have garlic for lunch! I gave the item 4 stars because they aren't as tasty as the sugar version of the mints  but what sugar free item is as good as it's full sugar counterpart?) and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove (although I totally get why they wrap it - it still doesn't make it easy to deal with)."
205,B0028C44Z0,A2RMYCQIST622H,Dan,1,2,5,1322438400,"Love 'em, they're great!","The tiny Altoids are great for a quick breath freshening and the small box is great for portability. It's full, but compact.<br /><br />I haven't run out yet, and probably won't for a couple months, but I can't wait to buy it again."
206,B0028C44Z0,A27D5IRAIGLOG5,Texan Gal,1,2,5,1271635200,Love these!,"I loved these Wintergreen Altoid Smalls so much, I had to come write a review. The packaging is small for convenience, and the Altoids are smaller as well with a square shape, blue hue, and even more delicious taste in my opinion. I definitely prefer them over the regular-size Altoids and will continue purchasing them! Highly recommended!"
207,B0028C44Z0,A5F7YR0G7H9HR,Ma J. Vargas Peña,0,1,5,1315180800,fresh!,Fresh scent and taste. Easy to eat one tin in few hours. I use them as favors and everyone loved them.
208,B0028C44Z0,A2E0MNOYZI00VW,Deborah Laux,1,3,5,1314662400,Wintergreen Me,"Hard to find the wintergreen smalls [sugar free] as stores only have the red smalls [peppermint --such a common flavor]. The wintergreen is refreshing and absolutely delicious. Driving cross country, if someone cuts me off, I turn to my daughter with my hand out and say ""Wintergreen Me!"" She pulls one out, puts it in my hand, and all is right with the world."
209,B0028C44Z0,A3BJ9NS09YGQT5,"Atl Chris ""Atl Chris""",0,3,1,1314489600,These just don't do it for me as breath mints,"To me, these are nothing like the regular Altoids and are not breath mints. They are pleasant-tasting little candies in a cute convenient tin, and that's as far as it goes. The mintiness is just not strong, and the wintergreens are definitely weaker than the peppermint minis. I'm not a dragon-breath person, but still, one of these mints is too small to have any effect on my breath. Four or five will freshen my breath for a short while - maybe 15 minutes. At this point, I think the Icebreakers Frost mints are the best as sugar free breath mints."
210,B0009XLVGA,A3S84SEN2Z6DZU,"EJ ""Seayhorse""",2,2,5,1299283200,"better than average, more expensive than average.","we have fed our cats a lot of stuff. These 2 boy cats are not picky eaters. They loved the Purina. They loved the Nutro. They loved the Iams. They love whatever we feed them.<br /><br />This review is based on what we, their affectionate owners love. After a certain age, we were instructed by the vet to consider senior foods- and lower carb foods, because the catties were fatties. We tried a few types of food. Some evinced no change. Some made the litter super-stink.  Some had too small a kibble and the cats barfed it up because they didn't have to chew it to swallow it...<br /><br />This Felidae has done the trick. No problems to speak of. It is consistent in the litter and bearable on the nose. The cats love it. The kibble is sized appropriate to chewing. And here's the kicker:<br />After feeding the cats Felidae, their demeanor improved. Their coats are super soft and lush- both are new improvements we can directly attribute to this food. We're now loyal Felidae consumers.<br /><br />Additionally, the absence of corn product in the feed seems to lessen or remove the reactions of our friends with cat-allergies."
211,B0009XLVGA,A2U3Z5S70AE80V,Margaret,2,2,5,1267920000,My cat loves it!,"I started my cat on Felidae Platinum about 3 weeks ago and she loves it. She's an older cat, somewhat overweight, and had a grouchy temperament. I first mixed it with her previous food and she figured out which was which -- she ate the Felidae and left the old food! She's now been on just the Felidae for about ten days now, off the old food entirely, and she is a much sweeter, happier cat. I think it must agree with her better or be more easily digested, or something. In any case, I am a happy purchaser of Felidae. I don't agree with the previous reviewer that cats don't like it. Clearly, mine does."
